Service Area,Account Description,Creditor,Transaction Date,JV Reference,JV Date,JV Value
Family Services,Food Costs,ASDA SUPERSTORE,22/10/2014,3222,18/11/2014,15.35
Family Services,Food Costs,ASDA SUPERSTORE,30/10/2014,3237,18/11/2014,3
Family Services,Food Costs,ASDA SUPERSTORE,22/10/2014,3223,18/11/2014,-2.4
Family Services,Publications,ASDA SUPERSTORE,30/10/2014,3236,18/11/2014,0.55
Family Services,Publications,ASDA SUPERSTORE,27/10/2014,3227,18/11/2014,0.55
Family Services,Publications,ASDA SUPERSTORE,22/10/2014,3220,18/11/2014,0.55
Family Services,Other Transfer Payments to Soc,ASDA SUPERSTORE,22/10/2014,3221,18/11/2014,23.5
Family Services,Equipment and Materials Purcha,ASDA SUPERSTORE,07/10/2014,3419,18/11/2014,10.68
Family Services,Equipment and Materials Purcha,ASDA SUPERSTORE,15/10/2014,3420,18/11/2014,6.36
Family Services,Equipment and Materials Purcha,ASDA SUPERSTORE,22/10/2014,3422,18/11/2014,10.16
Family Services,Books-CDs-Audio-Video,Amazon EU,07/10/2014,3492,18/11/2014,12.75
Family Services,Books-CDs-Audio-Video,Amazon EU,07/10/2014,3259,18/11/2014,30.68
Childrens Services,Equipment and Materials Purcha,Amazon EU,22/10/2014,3277,18/11/2014,19.08
Childrens Services,Books-CDs-Audio-Video,Amazon EU,13/10/2014,3266,18/11/2014,20.64
Family Services,Books-CDs-Audio-Video,Amazon EU,27/10/2014,3246,18/11/2014,9.47
Family Services,Books-CDs-Audio-Video,Amazon EU,06/10/2014,3245,18/11/2014,19.74
Family Services,Equipment and Materials Purcha,Amazon EU,15/10/2014,3147,18/11/2014,396.99
Street Scene,Equipment and Materials Purcha,Amazon EU,24/10/2014,3111,18/11/2014,19.3
Street Scene,Equipment and Materials Purcha,Amazon EU,27/10/2014,3113,18/11/2014,19.3
Street Scene,Equipment and Materials Purcha,Amazon EU,03/10/2014,3107,18/11/2014,123.29
Adults and Communities,Equipment and Materials Purcha,Amazon EU,06/10/2014,3369,18/11/2014,60
Adults and Communities,Equipment and Materials Purcha,Amazon EU,20/10/2014,3373,18/11/2014,279.86
Adults and Communities,Equipment and Materials Purcha,Amazon EU,13/10/2014,3372,18/11/2014,110
Adults and Communities,Equipment and Materials Purcha,Amazon EU,10/10/2014,3371,18/11/2014,53.56
Adults and Communities,Equipment and Materials Purcha,Amazon EU,08/10/2014,3370,18/11/2014,110
Family Services,Equipment and Materials Purcha,Amazon EU,02/10/2014,3448,18/11/2014,14.99
Family Services,Equipment and Materials Purcha,Amazon EU,02/10/2014,3449,18/11/2014,51.66
Family Services,Equipment and Materials Purcha,Amazon EU,09/10/2014,3451,18/11/2014,59.97
Family Services,Equipment and Materials Purcha,Amazon EU,09/10/2014,3452,18/11/2014,39.98
Children's Service DSG,Equipment and Materials Purcha,Amazon Mktplce EU-U,06/10/2014,3444,18/11/2014,42.95
Children's Service DSG,Equipment and Materials Purcha,Amazon Mktplce EU-U,30/10/2014,3446,18/11/2014,135.6
Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,03/10/2014,3491,18/11/2014,101.27
Childrens Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,03/10/2014,3262,18/11/2014,99.16
Childrens Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,17/10/2014,3272,18/11/2014,4.65
Childrens Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,16/10/2014,3271,18/11/2014,19.09
Childrens Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,13/10/2014,3267,18/11/2014,7.99
Childrens Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,06/10/2014,3263,18/11/2014,56.11
Childrens Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,02/10/2014,3261,18/11/2014,12.98
Childrens Services,Stationery,Amazon Mktplce EU-U,27/10/2014,3281,18/11/2014,113.56
Childrens Services,Stationery,Amazon Mktplce EU-U,24/10/2014,3280,18/11/2014,44.46
Childrens Services,Stationery,Amazon Mktplce EU-U,24/10/2014,3279,18/11/2014,45.98
Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,03/10/2014,3244,18/11/2014,8.98
Family Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,30/10/2014,3466,18/11/2014,5.27
Family Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,30/10/2014,3465,18/11/2014,6.02
Family Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,30/10/2014,3464,18/11/2014,2.18
Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,07/10/2014,3351,18/11/2014,4.98
Street Scene,Books-CDs-Audio-Video,Amazon Mktplce EU-U,28/10/2014,3115,18/11/2014,9.62
Street Scene,Books-CDs-Audio-Video,Amazon Mktplce EU-U,13/10/2014,3110,18/11/2014,53.3
Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,27/10/2014,3415,18/11/2014,8.2
Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,24/10/2014,3413,18/11/2014,10.84
Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,08/10/2014,3402,18/11/2014,23.52
Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,21/10/2014,3407,18/11/2014,24.44
Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,21/10/2014,3408,18/11/2014,5.71
Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,22/10/2014,3409,18/11/2014,2.19
Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,27/10/2014,3414,18/11/2014,10.77
Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,22/10/2014,3411,18/11/2014,4.65
Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,22/10/2014,3410,18/11/2014,20.52
Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,23/10/2014,3412,18/11/2014,15.3
Family Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,29/10/2014,3382,18/11/2014,7.94
Family Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,29/10/2014,3381,18/11/2014,9.98
Family Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,29/10/2014,3383,18/11/2014,1.7
Family Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,28/10/2014,3380,18/11/2014,11.64
Family Services,Other Transfer Payments to Soc,BARNET LOCK CENTRE,02/10/2014,3184,18/11/2014,27
Family Services,Miscellaneous Expenses,BARNET REGISTER OFF,07/10/2014,3471,18/11/2014,15
Family Services,Miscellaneous Expenses,BARNET REGISTER OFF,23/10/2014,3475,18/11/2014,30
Family Services,Miscellaneous Expenses,BARNET REGISTER OFF,15/10/2014,3472,18/11/2014,30
Family Services,Private Contractors - Third Pa,BARTLETTS KEY SERVI,15/10/2014,3251,18/11/2014,64.68
Childrens Services,Building Repairs & Maintenance,BARTLETTS KEY SERVI,24/10/2014,3278,18/11/2014,11.5
Deputy Chief Operating Officer,Cleaning and domestic material,BLAKES DRY CLEANER,20/10/2014,3300,18/11/2014,14.79
Deputy Chief Operating Officer,Cleaning and domestic material,BLAKES DRY CLEANER,22/10/2014,3302,18/11/2014,12
Deputy Chief Operating Officer,Vehicle Running Costs,BP KELLYS CORNER CO,24/10/2014,3306,18/11/2014,9
Deputy Chief Operating Officer,Vehicle Running Costs,BP KELLYS CORNER CO,20/10/2014,3296,18/11/2014,9
Deputy Chief Operating Officer,Vehicle Running Costs,BP KELLYS CORNER CO,03/11/2014,3308,18/11/2014,9
Education,Food Costs,BRAKES (ASHFORD),13/10/2014,3118,18/11/2014,35.43
Deputy Chief Operating Officer,Legal and Court Fees,BRENT COUNCIL CATER,31/10/2014,3307,18/11/2014,4.1
Family Services,Subsistence,BURGER KING,03/11/2014,3523,18/11/2014,39.54
Children's Service DSG,Training,CAPITA BUS SVS-MOTO,29/10/2014,3445,18/11/2014,420
Family Services,Equipment and Materials Purcha,CARD FACTORY,28/10/2014,3366,18/11/2014,3.27
Family Services,Equipment and Materials Purcha,CARPET TIME,03/10/2014,3285,18/11/2014,610
Family Services,Equipment and Materials Purcha,CASH FEE,23/10/2014,3171,18/11/2014,1.5
Family Services,Equipment and Materials Purcha,CASH FEE,20/10/2014,3164,18/11/2014,1.5
Family Services,Equipment and Materials Purcha,CASH FEE,23/10/2014,3169,18/11/2014,1.5
Family Services,Equipment and Materials Purcha,CASH FEE,23/10/2014,3170,18/11/2014,1.5
Family Services,Equipment and Materials Purcha,CASH FEE,20/10/2014,3165,18/11/2014,1.5
Education,Equipment and Materials Purcha,CE-CES LTD,21/10/2014,3124,18/11/2014,500
Family Services,Food Costs,CO-OP GROUP,30/10/2014,3239,18/11/2014,4
Family Services,Food Costs,CO-OP GROUP,09/10/2014,3197,18/11/2014,6.53
Education,Equipment and Materials Purcha,COMMERCIAL CATERIN,15/10/2014,3122,18/11/2014,148.49
Family Services,Equipment and Materials Purcha,COOPERS OF BARNET,28/10/2014,3233,18/11/2014,5
Deputy Chief Operating Officer,Subsistence,COSTA COFFEE,15/10/2014,3293,18/11/2014,3.85
Family Services,Food Costs,COSTA COFFEE,28/10/2014,3519,18/11/2014,6.7
Children's Service DSG,Equipment and Materials Purcha,COSTCO ON-LINE,09/10/2014,3352,18/11/2014,30
Family Services,Other Transfer Payments to Soc,CRAZY DISCOUNTS,30/10/2014,3516,18/11/2014,500
Family Services,Other Transfer Payments to Soc,CURRYS ONLINE,20/10/2014,3212,18/11/2014,129.99
Education,Equipment and Materials Purcha,CURRYS ONLINE,30/10/2014,3127,18/11/2014,34.99
Family Services,Food Costs, COFFEE REPUBLIC WOO,09/10/2014,3182,18/11/2014,8.3
Family Services,Travelling Expenses, STUDEN PHOTOCARD,15/10/2014,3183,18/11/2014,10
Family Services,Other Services,Cineworld WOO CP,13/10/2014,3517,18/11/2014,20.45
Family Services,Other Services,Cineworld WOO CP,30/10/2014,3396,18/11/2014,29.8
Children's Service DSG,Private Contractors - Third Pa,DAVID LLOYD,21/10/2014,3428,18/11/2014,214.1
Family Services,Food Costs,DISCOUNT DIRECT,27/10/2014,3494,18/11/2014,5
Family Services,Food Costs,DOMINOS PIZZA (BARN,10/10/2014,3353,18/11/2014,49.2
Family Services,Food Costs,DOMINOS PIZZA (BARN,27/10/2014,3363,18/11/2014,54.95
Education,Equipment and Materials Purcha,DORPLAN,14/10/2014,3121,18/11/2014,28.5
Internal Audit & CAFT,Private Contractors - Third Pa,EB TENANCY FRAUD FO,30/10/2014,3504,18/11/2014,99
Family Services,Food Costs,EDDIES MEAT MARKET,13/10/2014,3202,18/11/2014,20
Deputy Chief Operating Officer,Travelling Expenses,EUROSTAR INTERNATIO,10/10/2014,3289,18/11/2014,460
Adults and Communities,Subsistence,EXP BY HOLIDAY INN,10/10/2014,3479,18/11/2014,140
Adults and Communities,Subsistence,EXP BY HOLIDAY INN,10/10/2014,3478,18/11/2014,140
Family Services,Other Services,FINCHLEY LIDO,16/10/2014,3391,18/11/2014,66.5
Family Services,Food Costs,FIOS FOOD CENTRE,20/10/2014,3213,18/11/2014,21.49
Family Services,Food Costs,FIOS FOOD CENTRE,06/10/2014,3191,18/11/2014,9.62
Education,Private Contractors - Third Pa,FIRSTCHOICE CATERIN,03/10/2014,3309,18/11/2014,330.9
Family Services,Equipment and Materials Purcha,FUN,31/10/2014,3367,18/11/2014,19.99
Family Services,Equipment and Materials Purcha,GARDEN BUILDINGS DR,21/10/2014,3215,18/11/2014,264.24
Family Services,Miscellaneous Expenses,GENERAL REGISTER OF,03/11/2014,3477,18/11/2014,15
Family Services,Private Contractors - Third Pa,GOOGLE Supercell,08/10/2014,3136,18/11/2014,5.9
Family Services,Private Contractors - Third Pa,GOOGLE Supercell,08/10/2014,3137,18/11/2014,11.8
Family Services,Private Contractors - Third Pa,GOOGLE Supercell,08/10/2014,3138,18/11/2014,5.9
Family Services,Private Contractors - Third Pa,GOOGLE Supercell,08/10/2014,3139,18/11/2014,11.8
Family Services,Private Contractors - Third Pa,GOOGLE Supercell,08/10/2014,3140,18/11/2014,5.9
Family Services,Private Contractors - Third Pa,GOOGLE Supercell,08/10/2014,3141,18/11/2014,11.8
Family Services,Private Contractors - Third Pa,GOOGLE Supercell,08/10/2014,3133,18/11/2014,11.8
Family Services,Private Contractors - Third Pa,GOOGLE Supercell,08/10/2014,3134,18/11/2014,5.9
Family Services,Private Contractors - Third Pa,GOOGLE Supercell,08/10/2014,3135,18/11/2014,11.8
Family Services,Private Contractors - Third Pa,GOOGLE Supercell,17/10/2014,3148,18/11/2014,-11.44
Family Services,Private Contractors - Third Pa,GOOGLE Supercell,17/10/2014,3149,18/11/2014,-11.44
Family Services,Private Contractors - Third Pa,GOOGLE Supercell,17/10/2014,3150,18/11/2014,-5.72
Family Services,Private Contractors - Third Pa,GOOGLE Supercell,17/10/2014,3151,18/11/2014,-11.44
Family Services,Private Contractors - Third Pa,GOOGLE Supercell,17/10/2014,3152,18/11/2014,-5.72
Family Services,Private Contractors - Third Pa,GOOGLE Supercell,17/10/2014,3153,18/11/2014,-11.44
Family Services,Private Contractors - Third Pa,GOOGLE Supercell,17/10/2014,3154,18/11/2014,-5.72
Family Services,Private Contractors - Third Pa,GOOGLE Supercell,17/10/2014,3155,18/11/2014,-11.44
Family Services,Private Contractors - Third Pa,GOOGLE Supercell,17/10/2014,3156,18/11/2014,-5.72
Family Services,Private Contractors - Third Pa,GOOGLE Supercell,17/10/2014,3157,18/11/2014,-11.44
Family Services,Private Contractors - Third Pa,GOOGLE Supercell,17/10/2014,3158,18/11/2014,-11.44
Family Services,Private Contractors - Third Pa,GOOGLE Supercell,17/10/2014,3159,18/11/2014,-11.44
Family Services,Private Contractors - Third Pa,GOOGLE Supercell,17/10/2014,3160,18/11/2014,-11.44
Family Services,Private Contractors - Third Pa,GOOGLE Supercell,17/10/2014,3161,18/11/2014,-5.72
Family Services,Private Contractors - Third Pa,GOOGLE Supercell,08/10/2014,3142,18/11/2014,11.8
Family Services,Private Contractors - Third Pa,GOOGLE Supercell,08/10/2014,3143,18/11/2014,11.8
Family Services,Private Contractors - Third Pa,GOOGLE Supercell,08/10/2014,3144,18/11/2014,5.9
Family Services,Private Contractors - Third Pa,GOOGLE Supercell,08/10/2014,3145,18/11/2014,11.8
Family Services,Private Contractors - Third Pa,GOOGLE Supercell,08/10/2014,3146,18/11/2014,11.8
Family Services,Food Costs,GOURMET BURGER KIT,24/10/2014,3360,18/11/2014,32.35
Family Services,Food Costs,GOURMET BURGER KIT,24/10/2014,3361,18/11/2014,106.05
Family Services,Food Costs,GOURMET BURGER KIT,24/10/2014,3362,18/11/2014,13.1
Family Services,Legal and Court Fees,GRO HM PASSPORT OFF,06/10/2014,3501,18/11/2014,-9.25
Family Services,Miscellaneous Expenses,GRO HM PASSPORT OFF,15/10/2014,3473,18/11/2014,46.8
Family Services,Miscellaneous Expenses,GRO HM PASSPORT OFF,20/10/2014,3474,18/11/2014,23.4
Family Services,Miscellaneous Expenses,GRO HM PASSPORT OFF,28/10/2014,3476,18/11/2014,23.4
Family Services,Other Transfer Payments to Soc,HIGH STREET VOUCHE,02/10/2014,3185,18/11/2014,20.6
Family Services,Other Transfer Payments to Soc,HIGH STREET VOUCHE,24/10/2014,3225,18/11/2014,20
CSG Managed Budget,Legal and Court Fees,HMCOURTS-SERVICE.G,07/10/2014,3495,18/11/2014,201
CSG Managed Budget,Legal and Court Fees,HMCOURTS-SERVICE.G,21/10/2014,3498,18/11/2014,4707
CSG Managed Budget,Legal and Court Fees,HMCOURTS-SERVICE.G,21/10/2014,3497,18/11/2014,4707
CSG Managed Budget,Legal and Court Fees,HMCOURTS-SERVICE.G,14/10/2014,3496,18/11/2014,4655
Education,Building Repairs & Maintenance,HOMEBASE LTD  588,13/10/2014,3312,18/11/2014,13.28
Family Services,Other Transfer Payments to Soc,HOMEBASE.CO.UK,15/10/2014,3511,18/11/2014,408.94
Family Services,Private Contractors - Third Pa,HSS HIRE,03/11/2014,3418,18/11/2014,80
Family Services,Miscellaneous Expenses,ISABELLA FLORISTS L,22/10/2014,3359,18/11/2014,20
Deputy Chief Operating Officer,Equipment and Materials Purcha,ISTOCK INTERNATIONA,14/10/2014,3336,18/11/2014,45
Family Services,Equipment and Materials Purcha,ITUNES.COM/BILL,16/10/2014,3406,18/11/2014,0.99
Family Services,Equipment and Materials Purcha,ITUNES.COM/BILL,09/10/2014,3403,18/11/2014,6.93
Family Services,Food Costs,JS ONLINE GROCERY,21/10/2014,3275,18/11/2014,33.91
Family Services,Food Costs,JS ONLINE GROCERY,16/10/2014,3270,18/11/2014,51.14
Childrens Services,Food Costs,JS ONLINE GROCERY,14/10/2014,3268,18/11/2014,220.64
Childrens Services,Food Costs,JS ONLINE GROCERY,21/10/2014,3276,18/11/2014,-8
Childrens Services,Food Costs,JS ONLINE GROCERY,07/10/2014,3265,18/11/2014,-32.1
Childrens Services,Food Costs,JS ONLINE GROCERY,07/10/2014,3264,18/11/2014,259.83
Childrens Services,Food Costs,JS ONLINE GROCERY,21/10/2014,3274,18/11/2014,191.96
Family Services,Equipment and Materials Purcha,JS ONLINE GROCERY,07/10/2014,3450,18/11/2014,145.96
Family Services,Equipment and Materials Purcha,JS ONLINE GROCERY,21/10/2014,3456,18/11/2014,174.52
Family Services,Equipment and Materials Purcha,JS ONLINE GROCERY,28/10/2014,3458,18/11/2014,155.49
Family Services,Equipment and Materials Purcha,JS ONLINE GROCERY,14/10/2014,3454,18/11/2014,159.27
Family Services,Equipment and Materials Purcha,JS ONLINE GROCERY,21/10/2014,3457,18/11/2014,-1.35
Education,Equipment and Materials Purcha,KAYS DELICATESSEN,21/10/2014,3317,18/11/2014,220.84
Education,Equipment and Materials Purcha,KAYS DELICATESSEN,29/10/2014,3322,18/11/2014,265.96
Family Services,Food Costs,KFC - WOOD GREEN RS,13/10/2014,3518,18/11/2014,9.77
Family Services,Travelling Expenses,L B BARNET PARKING,07/10/2014,3388,18/11/2014,0.65
Family Services,Travelling Expenses,L B BARNET PARKING,02/10/2014,3384,18/11/2014,0.65
Deputy Chief Operating Officer,Travelling Expenses,LAMBETH PARKING,20/10/2014,3298,18/11/2014,4.3
Education,Training,LANCASHIRE CC (M),02/10/2014,3469,18/11/2014,120
Childrens Services,Building Repairs & Maintenance,LONDON PLANT HIRE,29/10/2014,3282,18/11/2014,23.08
Family Services,Private Contractors - Third Pa,LOVE2REWARD.CO.UK,28/10/2014,3401,18/11/2014,-50
Family Services,Miscellaneous Expenses,LOVE2REWARD.CO.UK,07/10/2014,3398,18/11/2014,50
Family Services,Other Transfer Payments to Soc,LOVE2REWARD.CO.UK,07/10/2014,3524,18/11/2014,306
Family Services,Private Contractors - Third Pa,LOVE2SHOP.CO.UK,24/10/2014,3399,18/11/2014,57.75
Family Services,Private Contractors - Third Pa,LOVE2SHOP.CO.UK,24/10/2014,3400,18/11/2014,-5.95
Family Services,Transport Hire Charges,M4L LIMITED,02/10/2014,3508,18/11/2014,36
Education,Equipment and Materials Purcha,MAJESTIC WINE,03/10/2014,3130,18/11/2014,54
Education,Equipment and Materials Purcha,MAJESTIC WINE,03/10/2014,3131,18/11/2014,500
Family Services,Cleaning and domestic material,MAKRO SELF SERVICE,17/10/2014,3209,18/11/2014,118.69
Education,Consumable Catering Supplies,MAKRO SELF SERVICE,13/10/2014,3119,18/11/2014,41.86
Family Services,Equipment and Materials Purcha,MAPLIN ENFIELD EN2,03/10/2014,3188,18/11/2014,9.99
Deputy Chief Operating Officer,Subsistence,MCDONALDS REST,16/10/2014,3294,18/11/2014,4.87
Family Services,Food Costs,MCDONALDS REST,07/10/2014,3389,18/11/2014,4.09
Deputy Chief Operating Officer,Consumable Catering Supplies,MIDDLESEX UNIVERSIT,16/10/2014,3295,18/11/2014,4.36
Family Services,Other Transfer Payments to Soc,MILLWILL FURNISHERS,29/10/2014,3490,18/11/2014,500
Family Services,Travelling Expenses,OYSTER AUTOTOPUP,27/10/2014,3328,18/11/2014,20
Family Services,Travelling Expenses,OYSTER AUTOTOPUP,03/11/2014,3332,18/11/2014,20
Street Scene,Travelling Expenses,OYSTER AUTOTOPUP,27/10/2014,3112,18/11/2014,20
Family Services,Travelling Expenses,OYSTER BUS AUTOTOP,24/10/2014,3327,18/11/2014,20
Family Services,Travelling Expenses,OYSTER BUS AUTOTOP,09/10/2014,3325,18/11/2014,20
Family Services,Travelling Expenses,OYSTER BUS AUTOTOP,20/10/2014,3326,18/11/2014,20
Family Services,Travelling Expenses,OYSTER BUS AUTOTOP,17/10/2014,3248,18/11/2014,20
Family Services,Travelling Expenses,OYSTER BUS AUTOTOP,06/10/2014,3329,18/11/2014,20
Family Services,Travelling Expenses,OYSTER BUS AUTOTOP,20/10/2014,3421,18/11/2014,20
Family Services,Travelling Expenses,OYSTER BUS AUTOTOP,03/11/2014,3423,18/11/2014,20
Family Services,Travelling Expenses,OYSTER ISSUE WEB,28/10/2014,3525,18/11/2014,55
Family Services,Travelling Expenses,OYSTER ISSUE WEB,28/10/2014,3526,18/11/2014,55
Family Services,Books-CDs-Audio-Video,PANDORA BOOKS,31/10/2014,3455,18/11/2014,119
Education,Legal and Court Fees,PARKING - OFFSTREE,07/10/2014,3310,18/11/2014,2.7
Education,Subscriptions,PAYPAL CLPE,10/10/2014,3470,18/11/2014,308
Family Services,Equipment and Materials Purcha,PAYPAL ESPARES LTD,22/10/2014,3219,18/11/2014,11.98
Family Services,Equipment and Materials Purcha,PAYPAL FAIRYLIGHTS,10/10/2014,3484,18/11/2014,43.82
Family Services,Transport Hire Charges,PAYPAL M4L LTD,29/10/2014,3515,18/11/2014,42
Family Services,Equipment and Materials Purcha,PAYPAL OPENANDUSE,13/10/2014,3198,18/11/2014,12.5
Education,Equipment and Materials Purcha,PAYPAL STRESIK1,15/10/2014,3123,18/11/2014,159.99
Family Services,Other Transfer Payments to Soc,PETERS SPARES,27/10/2014,3395,18/11/2014,8.5
Deputy Chief Operating Officer,Subsistence,PICCOLO BAR,22/10/2014,3305,18/11/2014,6.7
Family Services,Private Contractors - Third Pa,PKR,23/10/2014,3166,18/11/2014,25
Family Services,Private Contractors - Third Pa,PKRSER.COM/,23/10/2014,3167,18/11/2014,35
Family Services,Private Contractors - Third Pa,PKRSER.COM/,23/10/2014,3168,18/11/2014,25
Family Services,Equipment and Materials Purcha,POPAT STORES UK LT,20/10/2014,3253,18/11/2014,26.27
Family Services,Postage,POST OFFICE COUNTER,10/10/2014,3503,18/11/2014,53
Family Services,Postage,POST OFFICE COUNTER,21/10/2014,3330,18/11/2014,79.5
Street Scene,Vehicle Running Costs,POST OFFICE COUNTER,29/10/2014,3507,18/11/2014,400
Street Scene,Vehicle Running Costs,POST OFFICE COUNTER,29/10/2014,3506,18/11/2014,287.5
Family Services,Postage,POST OFFICE COUNTER,14/10/2014,3453,18/11/2014,106
Children's Service DSG,Subscriptions,PPSEBDA,03/10/2014,3502,18/11/2014,158
Deputy Chief Operating Officer,Subsistence,PRET A MANGER,20/10/2014,3301,18/11/2014,4.2
Deputy Chief Operating Officer,Subsistence,PRET A MANGER,20/10/2014,3297,18/11/2014,2.15
Family Services,Consumable Catering Supplies,Q STORES,24/10/2014,3256,18/11/2014,30.86
Family Services,Miscellaneous Expenses,REVENTUS LIMITED,17/10/2014,3514,18/11/2014,589.85
Education,Consumable Catering Supplies,REYNARDS UK LTD,23/10/2014,3126,18/11/2014,163.8
Children's Service DSG,Equipment and Materials Purcha,RNCB,17/10/2014,3427,18/11/2014,88.2
Education,Postage,ROYAL MAIL,06/10/2014,3116,18/11/2014,372
Family Services,Stationery,RYMAN 1164,16/10/2014,3424,18/11/2014,2.99
Education,Stationery,RYMAN INTERNET,09/10/2014,3426,18/11/2014,169.9
Family Services,Food Costs,SAINSBURYS,21/10/2014,3273,18/11/2014,-1.2
Family Services,Cleaning and domestic material,SAINSBURYS S/MKT,13/10/2014,3435,18/11/2014,71.28
Family Services,Cleaning and domestic material,SAINSBURYS S/MKT,07/10/2014,3433,18/11/2014,12.8
Family Services,Cleaning and domestic material,SAINSBURYS S/MKT,28/10/2014,3345,18/11/2014,7.25
Family Services,Cleaning and domestic material,SAINSBURYS S/MKT,15/10/2014,3340,18/11/2014,39.65
Family Services,Cleaning and domestic material,SAINSBURYS S/MKT,03/11/2014,3350,18/11/2014,41.3
Family Services,Cleaning and domestic material,SAINSBURYS S/MKT,27/10/2014,3441,18/11/2014,41
Family Services,Cleaning and domestic material,SAINSBURYS S/MKT,21/10/2014,3439,18/11/2014,30.15
Family Services,Cleaning and domestic material,SAINSBURYS S/MKT,20/10/2014,3342,18/11/2014,29.25
Family Services,Cleaning and domestic material,SAINSBURYS S/MKT,06/10/2014,3430,18/11/2014,34.3
Family Services,Food Costs,SAINSBURYS S/MKT,28/10/2014,3344,18/11/2014,137.93
Family Services,Food Costs,SAINSBURYS S/MKT,29/10/2014,3346,18/11/2014,13.96
Family Services,Food Costs,SAINSBURYS S/MKT,03/11/2014,3349,18/11/2014,145.21
Family Services,Food Costs,SAINSBURYS S/MKT,06/10/2014,3429,18/11/2014,172.94
Family Services,Food Costs,SAINSBURYS S/MKT,15/10/2014,3339,18/11/2014,154.48
Family Services,Food Costs,SAINSBURYS S/MKT,20/10/2014,3341,18/11/2014,157.94
Family Services,Food Costs,SAINSBURYS S/MKT,27/10/2014,3440,18/11/2014,184.25
Family Services,Food Costs,SAINSBURYS S/MKT,21/10/2014,3438,18/11/2014,120.68
Family Services,Food Costs,SAINSBURYS S/MKT,21/10/2014,3437,18/11/2014,2.49
Family Services,Food Costs,SAINSBURYS S/MKT,13/10/2014,3434,18/11/2014,182.78
Family Services,Food Costs,SAINSBURYS S/MKT,07/10/2014,3432,18/11/2014,145.26
Family Services,Postage,SAINSBURYS S/MKT,07/10/2014,3431,18/11/2014,6.36
Family Services,Cleaning and domestic material,SAINSBURYS S/MKT,20/10/2014,3214,18/11/2014,12
Family Services,Equipment and Materials Purcha,SAINSBURYS S/MKT,23/10/2014,3376,18/11/2014,40.3
Family Services,Equipment and Materials Purcha,SAINSBURYS S/MKT,16/10/2014,3375,18/11/2014,16.6
Family Services,Equipment and Materials Purcha,SAINSBURYS S/MKT,10/10/2014,3374,18/11/2014,21.05
Family Services,Food Costs,SAINSBURYS S/MKT,20/10/2014,3211,18/11/2014,54.5
Family Services,Food Costs,SAINSBURYS S/MKT,13/10/2014,3199,18/11/2014,54.57
Family Services,Publications,SAINSBURYS S/MKT,20/10/2014,3210,18/11/2014,0.55
Family Services,Publications,SAINSBURYS S/MKT,13/10/2014,3200,18/11/2014,0.55
Family Services,Food Costs,SAINSBURYS S/MKTS,29/10/2014,3235,18/11/2014,1.3
Family Services,Food Costs,SAINSBURYS S/MKTS,14/10/2014,3206,18/11/2014,6.41
Family Services,Food Costs,SAINSBURYS S/MKTS,27/10/2014,3229,18/11/2014,9.3
Family Services,Food Costs,SAINSBURYS S/MKTS,09/10/2014,3196,18/11/2014,3.3
Family Services,Publications,SAINSBURYS S/MKTS,29/10/2014,3234,18/11/2014,0.55
Family Services,Publications,SAINSBURYS S/MKTS,14/10/2014,3205,18/11/2014,0.55
Education,Consumable Catering Supplies,SAM STOLLER  SONS L,27/10/2014,3318,18/11/2014,76.85
Family Services,Building Repairs & Maintenance,SCREWFIX,16/10/2014,3405,18/11/2014,104.67
Family Services,Other Services,SECUREBASE LTD,16/10/2014,3323,18/11/2014,26
Family Services,Other Services,SECUREBASE LTD,16/10/2014,3324,18/11/2014,250
Family Services,Other Services,SKY SUBSCRIPTION,27/10/2014,3226,18/11/2014,60
Children's Service DSG,Equipment and Materials Purcha,SNAPPY SNAPS (EDWAR,20/10/2014,3357,18/11/2014,241.13
Family Services,Travelling Expenses,SOUTH MIMMS MSA,27/10/2014,3379,18/11/2014,80
